date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:16:22	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:22%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/dropdown/base	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/dropdown/base	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:22	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:22%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/dropdown/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/dropdown/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:22	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:22%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/list/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/list/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:22	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:23%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/dropdown/lib/styles/standalone/size/small	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/dropdown/lib/styles/standalone/size/small	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:23	1378/1378	---M--	200	added ('OK')	image/png	etag:%22562-cs66enEb6o+vdCGj+npmliDLPlw%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.37/mercadolibre/logo__small_25years.png	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.37/mercadolibre/logo__small_25years.png	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:23	1337/1337	---M--	200	added ('OK')	image/png	etag:%22539-2t4oSH+8rb3yAn9xl5EiSZexrRw%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.37/mercadolibre/logo-pt__small_25years.png	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.37/mercadolibre/logo-pt__small_25years.png	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:23	2784/2784	---M--	200	added ('OK')	image/png	etag:%22ae0-noA9lHqVCEH4gMe2qwVumQxlSDU%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.37/mercadolibre/49x64-download-icon.png	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.37/mercadolibre/49x64-download-icon.png	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:23	6026/6026	---M--	200	added ('OK')	image/png	etag:%22178a-/PQOjMb+4/kld6LKMAZMnwwL2To%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.37/mercadolibre/97x127-download-icon@2x.png	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.37/mercadolibre/97x127-download-icon@2x.png	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:23	5319/5319	---M--	200	added ('OK')	image/png	etag:%2214c7-WoCEktNrMpVgWDKuCLTGnyhxGX4%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.37/mercadolibre/logo-anniversary-banner.png	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.37/mercadolibre/logo-anniversary-banner.png	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:24	906/906	---M--	200	added ('OK')	image/png	etag:%2238a-T+BOPR7uJTPdtp0Xv4bj4XGC2zM%22	https://http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.37/mercadolibre/accessibility.png	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/http2.mlstatic.com/frontend-assets/ml-web-navigation/ui-navigation/6.6.37/mercadolibre/accessibility.png	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:24	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:24%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/pagination/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/pagination/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:25	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:25%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/tag/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/tag/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:25	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:25%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/snackbar/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/snackbar/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:25	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:25%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/bottom-sheet/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/bottom-sheet/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:26	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:26%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/radio-button/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/radio-button/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:26	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:26%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/search-box/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/search-box/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:26	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:26%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/money-amount/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/money-amount/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:26	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:26%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/tooltip/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/tooltip/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:27	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:27%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/badge/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/badge/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:27	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:27%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/badge/lib/styles/modifier/notification	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/badge/lib/styles/modifier/notification	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:27	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:28%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~ui-library_ml/src/components/carousel-draggable/styles/draggable	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_ui-library_ml/src/components/carousel-draggable/styles/draggable	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:28	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:28%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~ui-library_ml/src/components/carousel/styles/paged	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_ui-library_ml/src/components/carousel/styles/paged	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:28	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:28%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/@ui-components-web/ml-compats/src/styles/mobile	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/@ui-components-web/ml-compats/src/styles/mobile	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:29	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:29%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~cpg-nordic/src/styles/cpg.mobile	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_cpg-nordic/src/styles/cpg.mobile	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:29	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:29%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/progress-indicator-circular/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/progress-indicator-circular/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:29	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:29%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/progress-indicator-linear/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/progress-indicator-linear/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:30	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:30%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/message/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/message/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:30	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:30%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/message/lib/styles/neutral	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/message/lib/styles/neutral	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:30	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:31%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/coach-marks/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/coach-marks/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:31	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:31%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/form/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/form/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:31	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:31%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/textfield/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/textfield/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:31	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:31%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/carousel-snapped/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/carousel-snapped/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:32	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:32%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/switch/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/switch/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:32	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:32%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/input-stepper/base	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/input-stepper/base	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:32	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:33%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/input-stepper/lib/styles/size/small	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/input-stepper/lib/styles/size/small	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:33	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:33%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/common/lib/styles/visually-hidden	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/common/lib/styles/visually-hidden	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:33	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:33%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/progress-indicator-linear/base	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/progress-indicator-linear/base	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:34	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:34%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/technical-error/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/technical-error/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:34	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:34%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/carousel-free/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/carousel-free/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:34	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:34%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@andes/thumbnail/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@andes/thumbnail/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:35	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:35%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@seo-frontend-components/card-blog-carousel-mobile/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@seo-frontend-components/card-blog-carousel-mobile/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:35	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2004%20May%202025%2005:16:35%20GMT	https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/~@seo-frontend-components/card-blog-entry/index	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/cdn/shop/t/2/assets/_@seo-frontend-components/card-blog-entry/index	(from https://6wripy-n1.myshopify.com/cdn/shop/t/2/assets/search.css?v=161551949736958589601746116040)
02:16:53	2356246/2356246	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:3c6c2674b65636fbfb47ec965c41bba0%22	https://6wripy-n1.myshopify.com/collections/air-fryers.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/air-fryers.atom	(from https://6wripy-n1.myshopify.com/collections/air-fryers)
02:16:57	735445/735445	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:c48f256061e1a28be5dee20e12238c07%22	https://6wripy-n1.myshopify.com/collections/alexa.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/alexa.atom	(from https://6wripy-n1.myshopify.com/collections/alexa)
02:16:59	2809079/2809079	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:abc929f9db7785978fae8209560b920b%22	https://6wripy-n1.myshopify.com/collections/air-fryers.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/air-fryers.oembed	(from https://6wripy-n1.myshopify.com/collections/air-fryers)
02:16:59	877872/877872	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:9f627e88ca2c23a214a1cf4293cb682a%22	https://6wripy-n1.myshopify.com/collections/alexa.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/alexa.oembed	(from https://6wripy-n1.myshopify.com/collections/alexa)
02:17:00	2272647/2272647	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:cb402572f7ad56b81feff96fa0d33f03%22	https://6wripy-n1.myshopify.com/collections/camas-e-colchoes.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/camas-e-colchoes.atom	(from https://6wripy-n1.myshopify.com/collections/camas-e-colchoes)
02:17:04	2709563/2709563	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:fb2d1ef9960e029a68eeddba4dd185e7%22	https://6wripy-n1.myshopify.com/collections/camas-e-colchoes.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/camas-e-colchoes.oembed	(from https://6wripy-n1.myshopify.com/collections/camas-e-colchoes)
02:17:04	574110/574110	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:deb56c0466cb650caa0165f2cecacde7%22	https://6wripy-n1.myshopify.com/collections/capacetes.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/capacetes.atom	(from https://6wripy-n1.myshopify.com/collections/capacetes)
02:17:06	677706/677706	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:977535c8534e3eb9a837bc537e2a0f7e%22	https://6wripy-n1.myshopify.com/collections/capacetes.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/capacetes.oembed	(from https://6wripy-n1.myshopify.com/collections/capacetes)
02:17:10	6393475/6393475	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:e397a11b32dc31365743f2c63541de81%22	https://6wripy-n1.myshopify.com/collections/celulares.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/celulares.atom	(from https://6wripy-n1.myshopify.com/collections/celulares)
02:17:15	630293/630293	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:eb54f4f35f06f116427669764e52042d%22	https://6wripy-n1.myshopify.com/collections/decoracao.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/decoracao.atom	(from https://6wripy-n1.myshopify.com/collections/decoracao)
02:17:17	744035/744035	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:208954f1b9db02e524a88d77f7057444%22	https://6wripy-n1.myshopify.com/collections/decoracao.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/decoracao.oembed	(from https://6wripy-n1.myshopify.com/collections/decoracao)
02:17:17	7622954/7622954	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:abe6843ce562d1462ca182cdb88af123%22	https://6wripy-n1.myshopify.com/collections/celulares.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/celulares.oembed	(from https://6wripy-n1.myshopify.com/collections/celulares)
02:17:17	1079459/1079459	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:8a3fccbeaeb97f8f816ca1920cbba850%22	https://6wripy-n1.myshopify.com/collections/diversao.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/diversao.atom	(from https://6wripy-n1.myshopify.com/collections/diversao)
02:17:19	1287626/1287626	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:9865daab701f9e10bb28bb36c50b1dfb%22	https://6wripy-n1.myshopify.com/collections/diversao.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/diversao.oembed	(from https://6wripy-n1.myshopify.com/collections/diversao)
02:17:20	1576586/1576586	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:03590d8cccd92c4d4914bbf812ea006e%22	https://6wripy-n1.myshopify.com/collections/fogoes.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/fogoes.atom	(from https://6wripy-n1.myshopify.com/collections/fogoes)
02:17:23	1877640/1877640	---MC-	200	added ('OK')	application/json+oembed	etag:W/%22cacheable:a3f6b5c7eb941fa3e3fb6133a5024ad1%22	https://6wripy-n1.myshopify.com/collections/fogoes.oembed	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/fogoes.oembed	(from https://6wripy-n1.myshopify.com/collections/fogoes)
02:17:25	3074850/3074850	---MC-	200	added ('OK')	application/atom+xml	etag:W/%22cacheable:c9f6c216525dd5238a757572e3a8816d%22	https://6wripy-n1.myshopify.com/collections/geladeiras.atom	C:/Users/User/Downloads/TELANOVAPRODUTOS/TELANOVAPRODUTOS/6wripy-n1.myshopify.com/collections/geladeiras.atom	(from https://6wripy-n1.myshopify.com/collections/geladeiras)
